% Title: Dictionary database. 
% Source: Yelp.com Data. 
% Authors: Manikanta Talanki & Kaushik Sirineni. 

@RELATION dictionary original 
@ATTRIBUTE word String 
@ATTRIBUTE usefulVotesPercent {A,B,C,D,E}
@ATTRIBUTE usefulnessPercent {A,B,C,D,E}

@DATA 
smokey,B,A
smoker,C,A
sick,B,B
smokes,C,A
drove,C,B
side,C,B
drown,B,D
sign,C,B
sigh,D,B
taller,C,C
promo,C,A
volunteering,C,C
prone,C,B
proof,C,B
props,C,B
murphys,C,C
smokin,D,C
especial,B,D
stereotypes,C,A
melissa,D,C
dayit,D,E
added,C,B
proud,D,B
prove,D,B
site,C,B
sits,D,B
prowl,D,A
addon,B,B
towner,B,A
daysi,D,C
daywe,B,D
silk,B,B
raising,D,E
raisins,C,B
sink,D,B
sing,A,B
sips,C,C
shes,C,B
zinfandel,A,B
studios,C,A
shed,D,B
shea,B,B
workout,C,B
displeased,D,B
southwest,C,B
mccaffreys,C,B
studies,A,B
studied,A,C
barrista,C,A
spiciest,B,D
clinics,B,D
amsterdam,D,B
rasberry,C,B
reasons,C,B
shui,A,B
shut,C,A
shit,A,B
ship,C,D
bfast,B,B
christophers,A,E
motherinlaw,B,A
exquisite,D,B
shaker,C,B
shakes,B,A
shaken,B,A
shop,C,A
shoo,B,D
show,C,B
shot,C,B
crisped,A,B
daydreaming,D,A
shoe,C,B
informing,D,D
greatthe,B,B
grills,C,B
grille,C,C
olive,C,B
buttercream,A,A
texture,C,B
justify,C,B
epicenter,B,C
regretting,C,E
frenzy,C,B
brownish,B,C
justice,D,C
vincent,B,A
darts,C,B
navigating,A,A
mastros,C,B
sbux,B,B
furniture,C,B
munched,A,B
announcing,A,B
justina,C,E
dolmas,D,E
attic,D,E
inexcusable,C,E
emergencies,C,A
smores,D,C
realizing,D,B
begging,C,B
navigation,D,D
experimenting,B,B
scan,C,B
scam,C,B
brownies,A,C
accepted,C,C
cinnamon,C,B
tequila,C,B
revamp,C,B
photograph,D,C
sara,C,C
disguised,D,C
sucky,D,B
sand,C,A
sang,A,C
sucks,C,B
sank,D,B
sans,D,C
same,C,B
sams,B,B
sala,A,B
sale,C,B
sals,B,A
flies,B,B
salt,C,A
flier,B,D
saki,B,A
sake,C,B
saks,D,C
flick,D,C
restoration,A,B
dolmades,C,A
french,C,B
flirt,A,B
says,C,B
sayi,C,B
altering,C,B
dollar,C,B
save,C,B
operate,B,A
alicia,D,C
between,C,B
twists,C,C
linguini,B,A
linguine,B,B
portabella,B,B
portabello,B,C
billing,B,A
drool,C,A
billion,A,C
granddaughter,B,D
dumbfounded,D,D
touching,D,A
drops,D,B
dates,C,B
sardine,D,B
photographer,B,B
dominicks,A,E
dollop,D,C
dated,B,A
recent,C,B
droid,D,A
ownermanager,C,C
towing,B,D
smooth,C,B
woefully,A,D
recognize,C,A
faucet,B,D
terminal,C,C
accustomed,C,A
charbroiled,B,C
winners,C,A
halfprice,B,A
worthwhile,B,A
sparked,C,A
puppies,C,A
devour,B,B
leslie,A,A
grigio,D,B
sparkle,D,A
seal,D,A
sean,D,B
rabbits,C,B
sparkly,D,A
responsive,B,A
sear,D,C
seat,C,B
dusted,D,E
holder,C,B
seed,D,B
seen,C,B
seem,B,B
seek,C,B
wayyyy,B,B
sees,D,A
sega,D,D
fabric,C,B
ollie,C,D
self,C,A
switches,B,D
sell,C,B
switched,C,B
semi,C,B
send,C,B
sent,C,B
sens,A,B
ushers,C,B
devoid,D,B
sept,B,D
gaining,A,C
pseudo,D,A
revelation,A,B
wisconsin,C,B
kevin,D,A
memphis,B,B
workthe,B,A
scum,A,C
inferior,C,B
breaker,B,A
carousel,B,A
jacobs,C,B
theatres,B,A
lechon,D,B
equation,A,B
student,C,A
physically,D,B
eddie,D,C
bologna,C,C
perception,A,B
wonders,D,A
inches,D,C
success,C,A
shaggy,A,A
elevators,B,B
marbled,C,B
david,D,B
daves,B,A
pistachios,D,B
leches,C,B
cambodia,C,C
champions,A,B
smashing,D,A
camelview,D,C
spends,B,B
spendy,B,A
shadows,D,B
jacks,C,C
perplexed,C,B
paleta,C,B
muscles,C,A
slicing,C,C
contract,B,A
jacob,D,B
advance,C,B
rooting,B,B
marcellino,A,D
jaded,C,C
contrary,B,A
stews,A,B
freshsqueezed,C,C
desirable,C,B
argued,C,A
walnut,C,A
dance,C,B
ranking,C,C
dandy,C,D
dragonfly,C,A
contrast,D,C
sammy,D,A
hearing,C,B
golden,C,B
thumbs,B,A
salon,B,A
oreo,B,A
stein,B,B
salsa,B,A
violently,C,A
oral,D,B
pestos,C,B
salty,C,A
chandlers,C,E
stems,A,D
creole,B,A
salts,A,A
steps,D,B
gripes,B,B
openings,A,C
steve,C,B
seller,C,B
salad,C,B
salivate,A,B
sales,B,A
steak,C,B
steal,C,B
steam,C,A
blades,D,A
poboy,C,B
feelings,C,B
crepes,C,B
stocks,C,A
steep,C,B
steel,A,B
steer,B,A
sally,D,A
these,C,B
flourless,D,C
tested,C,A
tonight,C,B
there,C,B
onos,B,D
wallys,D,C
preservatives,C,B
onto,C,B
predominantly,C,A
theyd,C,A
onwe,A,B
absolutly,B,D
theft,D,C
glendale,C,B
golfer,C,D
oooh,D,C
oops,D,B
furnished,B,B
ordered,B,B
gringo,C,A
pairings,C,B
chopping,D,E
friesthe,C,A
themi,C,C
theme,C,B
forgetful,B,D
looming,A,B
ooey,D,C
sakes,D,C
scheduling,B,D
orderly,D,D
eggrolls,B,D
their,C,B
orgasmic,D,B
stuffed,C,B
excellent,B,A
wallet,C,B
liberal,D,C
dignity,A,A
walled,C,D
suggestion,C,B
recommend,B,A
fivestar,C,B
grandmas,C,B
supreme,B,A
supremo,B,B
walkup,B,D
outrageous,C,A
grinds,C,C
masterpiece,D,B
technology,D,C
ontime,C,D
florentine,C,A
busiest,B,A
blandness,D,B
seahawks,B,A
baltimore,B,C
mexico,C,B
palate,D,C
liberty,C,B
applies,D,D
whether,C,B
open,C,B
suggesting,D,A
walked,C,B
walker,A,B
babies,D,D
walkin,C,B
refers,A,C
applied,C,B
harkins,C,B
hydrated,C,C
johnsons,B,D
distinction,A,C
ouch,C,B
sarah,A,A
overstuffed,B,A
expenses,C,D
lacking,B,A
diverse,C,A
obvious,D,B
scooping,D,C
cruiser,B,A
cruised,A,C
madonna,E,C
whining,D,B
ours,C,B
timethey,C,C
outs,C,B
dubious,A,C
learning,D,B
outi,C,C
outa,D,A
stays,C,B
timethis,C,B
stari,C,C
nothin,C,B
stare,A,B
specially,B,D
stark,D,C
stash,A,A
gritty,D,C
start,C,B
stars,C,A
daren,E,B
dared,A,B
readily,D,A
carmelized,C,B
escorted,A,E
reading,C,B
kincaids,C,C
tartness,B,D
injuries,B,D
state,C,B
specialty,C,B
over,C,B
oven,C,B
stake,C,B
stair,D,D
vampiro,C,A
stain,C,D
vampire,A,A
stall,D,A
mcmuffin,B,A
oval,D,C
stalk,C,A
stale,C,B
stamp,C,A
stand,C,B
stank,D,E
receipt,C,A
astounding,C,B
stacy,C,B
comparison,C,B
stack,C,B
stage,D,B
staff,B,A
able,C,B
receive,C,B
staggered,D,E
notice,C,B
familiar,C,B
charges,C,A
charger,B,D
hygienists,B,D
charged,C,A
refrigerators,B,B
crashing,C,C
acai,B,A
evolved,D,C
notify,B,B
profit,D,B
decade,C,B
families,C,A
thats,C,B
thati,D,B
cuisines,B,A
notion,C,A
thatd,A,B
forgets,C,A
scrapbooking,C,C
orzo,C,C
noting,D,A
treatments,C,B
ache,B,A
zanos,D,E
acid,D,B
taberna,B,A
thank,C,B
thanh,C,B
thang,D,A
acre,D,E
jackrabbit,B,E
pocketbook,C,C
necklace,C,B
doubledouble,B,A
overrated,B,B
acts,C,B
flatscreen,D,C
jarred,C,C
strengths,B,D
appetizer,B,B
fascinated,A,A
osso,C,A
adds,C,A
saturday,C,B
bourguignon,B,B
afterward,C,B
cheeseburger,B,B
adam,D,B
borrowed,A,C
danny,C,B
suprise,B,C
roadrunner,C,E
propped,D,E
inspiring,D,B
homage,A,E
fulfilled,A,A
warming,C,A
santi,B,A
chooses,A,A
santa,C,A
blending,A,B
readers,C,C
overdone,C,C
hisher,D,B
plantation,D,B
certain,C,B
hoodlums,B,B
refill,C,B
distinctive,C,C
behold,D,A
pulling,C,C
charity,C,A
curbside,B,D
sandy,D,A
sands,D,E
beginner,B,B
sause,B,D
afar,D,B
saute,C,A
speech,A,C
enticed,D,A
speeds,C,A
speedy,B,A
enormous,C,B
thompson,D,D
ohso,C,E
optionsi,B,C
pleasures,A,C
saved,C,A
budweiser,D,B
saves,C,B
saver,B,C
stock,C,A
coffees,C,B
ohio,B,C
broken,C,B
ohhh,D,C
coffeei,D,C
august,C,B
savor,D,B
batter,C,B
decent,B,A
slightly,C,B
smoking,C,B
aged,D,B
optional,A,C
ages,C,B
daddy,A,A
individuals,C,C
suitable,C,A
concoctions,D,B
experiencei,C,B
experienced,C,B
experiences,C,B
filibertos,B,A
inhouse,D,B
substandard,B,C
scorched,C,B
targeted,A,D
compound,D,A
conscientious,D,A
climbing,D,C
excessively,C,B
oink,D,A
guitars,B,A
ahmazing,B,D
buttered,D,C
sauce,C,B
saucy,D,B
palmer,D,B
ironically,D,A
oily,C,A
oils,D,B
expressed,C,D
sauna,C,B
ahem,A,B
scottsdalethe,D,C
schlotzskys,C,D
unique,B,B
ahhh,C,B
precisely,B,C
envelope,C,B
definetly,B,B
secretly,A,B
asahi,C,C
enchilada,B,A
sassy,D,A
asade,B,A
asado,C,D
asada,B,A
rustica,C,B
applaud,D,C
watercress,A,B
agua,C,C
satay,B,A
chronic,B,B
behind,C,B
chocolates,D,B
chocolatey,D,A
janet,A,D
anything,C,B
modestly,C,A
pallet,B,A
romano,A,B
cappucino,C,A
sated,D,C
offi,D,B
agoi,D,B
store,B,B
storm,D,B
story,D,B
coffeehouse,A,B
saffron,D,C
forgive,A,B
reservation,C,B
satisfy,C,B
afterwork,A,D
stops,C,B
weekly,B,A
stood,C,B
stool,D,B
stone,C,B
aint,D,A
stoli,D,A
stole,D,B
aiko,A,A
jamun,D,D
frustration,C,B
lizards,C,C
bodies,A,B
surround,D,B
bodied,B,C
stove,D,B
stout,B,B
numbing,D,D
aids,A,A
electrical,B,A
frustrating,B,A
composed,D,E
jamie,C,B
fabrics,B,A
socalled,C,C
james,D,A
continually,C,B
purists,D,E
jamba,C,B
dallas,A,B
systems,C,A
ahso,B,D
gaudy,B,C
medications,B,A
deterred,A,B
gauge,B,D
bunnies,A,C
thanks,C,A
poppin,B,D
touchthe,B,B
chitchat,A,E
popped,D,B
popper,B,E
platethe,C,B
dairy,D,A
weighing,C,C
tablecloths,C,C
websites,B,B
omit,D,B
handwritten,C,C
investment,D,A
omfg,D,C
daily,C,B
sprinkling,A,A
tigers,A,B
gated,C,B
tortillas,C,B
comprised,A,E
teenage,C,A
airy,D,B
kissed,D,A
kisses,A,E
renditions,D,B
unisex,D,C
decide,C,A
inept,D,A
because,C,B
gates,C,B
once,C,B
akin,D,B
onei,D,A
ones,C,B
stink,D,D
sting,B,C
stint,D,A
jager,B,D
lollicup,B,B
still,C,B
refunded,C,A
only,C,B
moment,D,B
akor,D,C
stiff,C,A
stick,C,A
remodeled,C,B
shattering,D,C
urinal,C,A
index,C,A
badass,D,B
shirtless,A,B
sayin,D,A
cricket,B,D
indie,D,C
india,D,B
united,C,B
wellington,B,A
alex,B,B
ales,A,B
salvation,A,B
gateway,C,A
softness,B,B
gerber,E,D
alli,C,A
lumpia,E,B
alla,C,C
ally,C,B
alma,B,D
uniquely,C,C
precision,C,E
volunteered,D,A
alot,B,A
okay,B,A
aloo,A,A
randomly,C,A
alto,B,D
also,C,B
wandered,D,B
badbut,B,D
appetizers,B,B
battle,D,C
kennel,C,B
bikinis,A,D
recommending,B,B
bleeding,C,B
alan,A,E
alas,D,C
becasue,D,A
rockefeller,B,D
architectural,D,C
amid,D,D
airpark,B,B
smiling,D,A
ammo,C,D
olds,C,B
animals,C,A
olde,C,C
ampm,C,C
savvy,C,A
ramada,D,A
maricopa,C,B
avenues,A,B
unattentive,B,D
paloma,D,C
numbers,D,C
lagoon,C,B
okra,C,A
okso,C,C
pirates,D,D
amen,C,B
amex,B,B
contaminated,C,B
selves,C,C
finishes,D,B
stadium,C,B
ingesting,D,D
minimalist,D,B
wheeled,A,A
lollipop,C,E
finished,C,B
monday,C,B
eight,D,B
posed,C,C
flauta,B,A
appear,C,B
appeal,C,B
poses,D,C
graffiti,B,C
bowled,C,A
palates,D,C
fiddle,B,D
aoli,C,C
mundane,C,C
arrange,D,A
posts,B,B
posto,E,A
rewarded,D,B
adjacent,D,C
sparsely,C,A
asked,C,B
foyer,B,A
pricesi,B,A
anal,C,B
sprinklers,C,D
selfcheckout,C,B
andy,D,E
durian,D,C
amys,D,D
palatte,A,C
vietnam,C,C
acquainted,D,E
escort,A,C
notthe,D,B
anti,C,D
plusthe,B,B
ants,B,A
arrivals,D,E
bollywood,D,B
abundant,B,B
choose,C,B
moneys,B,B
everyones,C,B
moneyi,B,A
unhealthy,D,B
mcdonald,C,B
potty,D,E
adorning,A,E
during,C,B
proactive,D,A
anna,D,E
anne,A,A
cosmopolitan,B,B
pavilions,C,E
substantial,C,A
centerpieces,B,D
cruise,D,A
reclaimed,D,C
refuse,C,B
quiznos,C,A
flavorfulthe,B,D
poppy,C,C
sorbet,D,B
pays,C,A
unsweetened,C,B
paws,D,C
pawn,D,E
paul,D,A
pats,C,B
path,D,B
pate,A,C
past,C,B
pass,C,B
paso,C,B
absurd,D,B
pakora,B,A
pricing,B,A
irrelevant,A,A
grooming,B,A
monfri,B,D
madetoorder,C,B
infusion,A,B
peiwei,B,C
extended,C,A
shepherds,C,C
chewiness,D,B
games,B,A
gamey,C,B
oozing,D,B
aqua,C,B
lemon,D,B
pricier,B,A
lemme,D,C
mystery,D,B
nightclub,D,A
frijoles,A,B
independent,C,C
experiencethe,B,A
asian,C,B
describes,D,B
flavor,C,B
lends,D,C
petite,D,B
favored,A,C
varies,B,C
gamut,A,A
shumai,B,B
varied,C,B
inout,C,B
aside,D,B
vegetarian,B,B
porch,D,A
described,C,B
limitations,B,B
diamond,B,B
statues,C,A
timesthe,B,B
papa,B,A
scratch,C,A
parm,B,A
park,C,B
part,C,B
pars,C,A
tickets,C,B
pale,C,A
palm,C,A
input,C,B
palo,B,A
pals,D,A
consume,D,B
consult,C,B
pane,D,B
pans,C,B
pant,C,A
examine,C,D
airport,B,A
page,C,B
bathed,A,B
lenny,A,A
pair,C,A
pain,C,A
paid,C,A
pace,C,B
pack,C,A
porky,A,D
maryland,B,E
proper,C,B
appt,C,C
apps,C,B
appetizing,C,B
pads,C,B
upbeat,B,A
purchases,C,A
impressions,D,B
purchased,C,A
phad,B,D
phat,B,D
ponzu,A,C
atomic,C,D
deceiving,B,D
asia,C,C
phew,A,B
lefti,C,C
asks,D,B
hangover,B,B
forehead,A,D
phil,D,A
mountains,D,B
console,C,A
ultrastar,C,A
petals,C,D
appealing,C,B
asst,A,B
smokers,C,A
asus,C,C
pools,B,A
defective,D,A
legal,D,B
leaves,C,B
watched,D,B
watches,B,C
rooster,D,A
pibb,B,D
controls,D,D
legit,B,B
pooch,C,C
arch,D,A
hollywood,D,C
worthless,D,A
streaming,D,B
proves,C,E
proven,B,A
proved,D,B
area,B,B
boarded,C,A
services,B,A
servicei,B,A
serviced,B,B
choked,C,B
army,A,C
arms,C,C
tailor,C,B
arts,D,C
omlet,B,D
arse,D,A
latitude,D,E
blissrebar,D,B
surprises,C,B
surprised,C,B
inner,A,B
galbi,B,C
cocktail,C,B
consolation,D,E
corking,A,C
hangouts,C,B
sammies,A,B
asap,C,A
letter,D,A
sammich,C,D
monaco,B,D
gallo,D,C
tarragon,C,C
aunt,D,B
yogurt,B,A
diminished,A,C
crunch,C,B
thankyou,C,B
vitamin,C,B
auto,B,D
cholla,A,B
sultry,E,C
pollo,B,A
polka,A,E
batman,D,D
flashy,D,B
scraped,C,B
demographic,C,B
fitted,C,A
aura,D,C
offerings,C,B
waldorf,C,C
shamrock,A,C
dermatologist,D,A
platform,D,C
retarded,D,D
phyllo,A,C
dispenser,C,A
majerles,C,A
sorely,C,B
peak,C,A
upsell,B,D
peas,C,B
pear,C,B
reviewer,B,B
critics,D,B
crumbs,C,B
dripped,C,B
helicopter,E,D
reviewsi,C,B
groomers,B,A
atop,A,B
resembles,C,A
pedi,B,A
lawyer,D,A
awesomeness,C,B
peed,A,B
peek,D,C
peel,C,A
peep,D,C
absorb,D,B
pomme,D,B
resembled,B,B
baseball,C,A
inlaw,C,D
crummy,B,A
peru,D,B
perk,C,A
nutshell,D,B
attacked,D,A
swallow,C,B
ponds,A,B
pens,A,B
pews,C,A
reviewed,D,C
pete,C,B
pets,D,B
default,C,B
pest,B,D
asset,B,D
assed,B,D
asses,D,E
promoted,A,E
stating,C,C
marquee,D,E
station,C,B
axis,A,C
hydrogenated,A,C
endless,C,B
jamaica,C,C
exceeds,C,E
greeter,C,C
greeted,C,B
disease,D,B
skirts,D,C
upside,C,B
poker,C,A
poked,C,B
validated,C,C
charlie,D,C
charles,C,A
grandson,B,B
tourist,C,A
flagging,C,D
sterile,C,B
touring,C,A
sadly,C,B
hannys,D,A
italiano,C,C
italians,A,E
surrounds,D,B
fools,D,A
balconies,C,E
cookiez,B,D
plucked,A,C
debris,D,E
minneapolis,B,C
cookies,C,B
verizon,B,D
crusts,C,B
crusty,D,B
hannah,D,A
victoria,A,B
peanuts,C,B
german,C,C
concert,B,B
concern,B,A
cooking,C,B
polar,C,A
replacement,B,A
release,C,B
concept,C,B
apples,D,B
appetites,C,E
poles,A,A
away,C,B
arriving,C,B
unmemorable,D,A
tweaking,A,B
associates,B,B
associated,D,C
endlessly,A,B
avid,C,B
avis,B,D
leche,C,A
cannelloni,C,B
forks,C,B
strongly,C,A
licking,D,B
forgo,D,B
desperate,D,B
backyard,C,B
hiring,C,A
force,D,B
required,C,C
requires,C,B
enchanted,A,A
oatmeal,C,A
bouncing,D,B
children,C,A
homely,D,C
economical,B,A
diamondbacks,B,A
obstacles,B,A
sabas,B,A
ledge,D,D
stronger,B,A
picture,C,B
nutrition,C,B
alhana,E,E
awardwinning,C,A
bullshit,A,B
blowing,C,B
painting,D,A
disturbed,C,A
sensation,D,A
quaint,C,B
gallons,A,B
parmesan,C,B
ayce,B,B
shepards,B,A
kitchy,C,A
utmost,C,C
additional,C,A
uptight,B,A
splenda,D,A
sweetness,C,B
achieved,A,D
suspected,C,B
suburban,A,C
owns,C,B
choice,C,B
brokers,B,A
veterinarian,B,D
leery,B,B
forum,B,D
suburbia,D,C
wellmaintained,C,C
saladthe,C,B
forty,C,A
forth,D,B
forte,C,C
charmed,A,A
forefathers,B,A
point,C,B
owed,C,B
leeks,A,B
forno,D,B
sacks,C,C
forms,D,C
shortcomings,C,A
averagethe,B,E
garlicky,D,B
demanded,D,B
willingly,D,B
prickly,C,A
lifeless,D,A
steakburger,D,D
skimping,C,D
animated,C,D
frying,C,A
muffin,C,B
exclaimed,A,C
transplants,C,C
pronto,A,B
connoisseurs,D,A
escape,D,B
attitude,C,B
skimpy,B,A
saidi,A,B
scenario,A,C
refund,C,A
pupusa,A,A
cassette,A,B
unexpected,C,A
socially,D,B
differ,D,D
pierogi,C,B
departing,B,D
found,C,B
calories,C,B
resounding,C,D
prompt,B,A
qualms,D,A
outsidethe,C,C
lavender,C,C
wondrous,A,E
skills,C,A
satiate,A,C
create,D,B
saint,A,D
dominos,B,D
righteous,A,C
fighting,C,C
palace,C,C
gazing,D,C
creamy,D,B
creams,D,B
nonetheless,C,B
bouncers,D,E
bavarian,D,C
hominy,A,A
founded,A,C
founder,B,A
creepy,D,A
creeps,D,C
almonds,D,B
distinctly,D,C
consist,C,B
charred,D,C
knockoff,D,B
bracelets,A,D
flavours,B,A
fours,A,B
select,C,A
excellant,B,D
lifting,C,B
prolly,D,A
improvements,C,B
passionate,C,C
upsold,C,D
knockout,A,A
safer,B,A
deliciouswe,B,C
leave,C,B
intro,D,C
least,C,B
cheated,C,A
seldom,C,B
reward,D,B
learn,C,B
leash,A,B
lease,B,D
remember,C,B
leaps,D,C
pressing,D,A
thinking,D,B
credit,C,B
campbells,B,A
throwing,D,B
kudos,C,B
leafy,D,C
servings,B,A
wyndham,D,D
leads,D,C
omlette,B,C
sahara,E,A
inthe,C,C
pilsner,B,D
drivethru,B,A
pedicures,B,D
deliciousmy,B,C
labeled,D,B
freddys,C,A
leaks,B,D
leaky,C,D
deliciously,C,C
miniature,D,A
skinny,C,A
coolest,D,B
creamier,C,C
wellbeing,B,B
tripped,D,B
hangin,C,B
guilt,C,B
grapevine,D,B
coolers,D,B
griddled,A,A
reached,C,B
reaches,A,B
handsdown,B,A
metered,D,A
filters,B,C
hangar,D,B
thought,C,B
thoughi,B,B
warning,C,B
awesomely,B,A
pray,A,E
grandma,D,B
grandpa,D,D
hanger,B,B
prey,C,C
prep,C,B
advocate,C,B
mozarella,C,A
hankering,B,B
rates,B,A
rated,B,A
curious,C,B
prix,C,C
lightning,C,C
awesomewe,B,D
everything,C,B
marinate,C,B
prob,B,A
smothering,A,C
prop,A,C
prom,C,A
pros,B,A
madness,A,B
sonoran,C,B
marinara,C,A
laying,D,C
parking,C,B
deliver,C,B
obligated,C,A
marinade,C,C
dbacks,B,A
league,C,A
acidity,C,C
guide,C,A
phenominal,B,C
pomodoro,D,C
tight,C,B
handyman,A,C
tiger,B,B
kiddie,C,C
rickety,A,C
sliding,C,B
safari,D,C
researched,B,B
leaked,C,D
healthful,B,D
goddess,A,A
peppercorns,C,B
broadcast,D,C
bikini,D,B
climate,D,A
kiddos,B,D
biking,D,B
manicured,C,D
manicures,B,D
delights,A,C
definetely,B,B
sizeable,C,B
juices,C,B
utensils,C,B
gallery,C,B
pleasure,D,B
appreciative,C,B
lighting,C,C
pappadeauxs,B,B
climbed,A,C
thinner,C,A
climber,B,D
initially,C,B
bypass,A,A
backed,C,B
notions,C,B
nachos,B,A
tyson,A,E
yummies,D,D
umbrellas,C,A
backup,C,B
appreciation,D,B
backwe,D,E
puff,C,A
frosting,D,A
raped,A,D
caesar,C,B
puck,C,B
gloppy,C,C
pubs,C,A
rapid,A,C
pups,B,B
pure,D,C
punk,D,C
puny,C,B
creamery,A,E
philadelphia,B,A
pull,C,B
disappearing,A,C
pulp,D,C
poorly,C,C
pump,C,D
steakenburger,E,D
festive,D,C
puke,D,B
knocking,C,A
tomorrow,C,A
outpost,D,C
putt,D,A
puts,C,B
schwarma,B,A
creatures,D,C
unlucky,C,C
push,C,B
manuels,B,C
poorer,C,E
guero,C,A
threads,A,A
ankles,D,C
guess,C,B
guest,C,B
capital,D,C
uninspired,D,B
cantonese,C,A
fonda,C,C
silence,A,B
soynami,B,D
peices,A,E
damage,C,A
drastic,B,A
recieved,B,A
feature,C,C
ciders,D,C
teavana,C,B
ducks,B,B
capitol,C,C
foodi,C,B
foods,B,A
leader,D,E
vinegar,C,A
ticoz,D,B
pureed,D,B
addicted,B,A
stylists,B,B
safely,C,A
syrupy,D,C
vincents,D,A
syrups,C,A
detour,A,C
handed,D,B
handle,C,B
canceling,C,C
competitor,B,A
shopper,C,A
sunblock,C,E
shopped,B,A
sliders,C,A
bruschettas,B,B
purely,C,C
deafening,B,B
safety,C,A
raucous,C,C
concise,B,A
driveway,D,B
folks,D,B
detracts,C,D
goddamn,A,B
hohokam,D,E
lexus,B,B
satisfying,C,B
peaceful,C,B
extraordinary,C,B
gucci,C,C
redeeming,C,C
honest,B,A
artwork,C,C
understood,C,C
garnished,A,C
garnishes,D,C
lobsters,A,C
decorations,C,B
generate,D,D
takeaway,B,B
chasing,A,B
increase,C,A
inexpensive,B,B
operational,C,C
flavorless,C,A
freebie,D,C
raved,B,A
lifelong,B,D
duane,E,E
raves,C,B
equipped,D,B
trusting,C,B
together,C,B
solution,C,B
microsoft,C,D
crooked,B,D
significantly,D,C
merchandise,C,B
ratio,C,B
encounters,D,E
spanking,E,E
phoenix,C,B
escalator,C,D
fabulous,C,B
yummmmm,B,A
ratty,D,B
sporting,B,A
bursting,D,C
selected,D,B
layout,C,B
squirt,A,B
filbertos,B,A
collection,D,B
expand,C,B
collecting,D,B
obtain,D,A
tablecloth,B,A
cooling,C,A
collective,A,A
interacted,C,A
creaminess,C,B
piss,D,B
vastly,C,B
puddings,D,B
guard,C,B
pity,D,C
taiwan,B,B
pits,C,C
lawyers,D,E
storebought,C,B
overcook,B,B
pita,B,B
musicthe,B,A
country,C,B
thrilling,D,E
searching,B,B
dammit,D,A
marginally,C,C
cliche,D,B
lewis,B,A
guava,C,B
understand,C,B
pies,C,B
pier,C,B
foamy,C,E
dreaming,D,A
damned,A,C
pics,A,B
pick,C,A
pico,C,B
restaraunt,B,B
greyhound,E,E
parmesean,B,B
uncomfortably,B,B
todiefor,C,C
pigs,C,D
counter,C,B
counted,D,C
pina,C,C
feather,B,C
pins,B,A
pint,C,B
pino,B,C
pink,D,B
pine,D,B
ping,C,C
pima,D,E
cancelled,C,B
pimp,D,D
uncomfortable,C,B
pill,C,C
pile,D,B
kitten,C,C
overcome,D,B
scoreboard,C,D
pipe,D,A
wizard,D,A
cherryblossom,C,C
purist,A,C
tyler,A,B
abused,D,B
satellite,D,B
rebecca,B,B
damnit,A,C
beings,A,B
attached,C,B
level,C,B
restaurateurs,D,B
blouse,C,B
anchovies,D,A
aaron,C,A
painfully,C,B
farmer,D,B
unedible,C,C
razzs,C,E
eachother,B,A
compromise,C,D
circumstances,D,B
philly,B,A
levels,C,B
papusas,A,C
conquer,A,B
checkin,C,B
appointments,B,D
razor,B,D
informal,B,C
muertos,B,A
vacations,C,B
informed,C,B
retirement,C,D
casellas,A,A
checkup,C,B
play,C,B
ongoing,C,C
plan,C,A
macarons,D,C
macaroni,C,B
bikram,B,C
macaroon,D,A
macncheese,B,B
muffins,B,A
breathing,D,C
monstrosity,A,C
shuffling,E,E
trimmings,C,D
jealous,C,A
ranked,B,C
craving,C,A
comprehend,D,D
stephanie,D,D
mirrors,D,C
impressively,B,A
chowed,A,B
pierced,B,A
sustainable,D,B
earrings,D,B
expert,C,B
gluttonous,A,B
pappadeaux,B,A
dudes,D,B
handbag,D,E
pamper,C,E
ploy,A,A
plot,A,D
plop,A,C
diagnosis,B,D
expect,B,A
plus,C,B
problems,C,A
plum,B,A
plug,C,A
thingsi,A,B
diagnosed,B,D
kitsch,D,C
calculate,D,E
behavior,D,C
compact,C,B
coffeeshop,D,C
healthier,B,A
layers,D,C
asphalt,C,B
kickboxing,D,E
squash,D,B
square,D,B
nibbles,D,C
nibbled,D,A
valentines,C,B
dulce,C,A
dukes,C,A
cucumber,C,B
coolant,C,D
random,D,B
myself,D,B
itching,D,C
transit,D,D
monsieur,C,A
pmpm,D,C
thyme,D,C
pole,D,A
cochinita,D,A
poke,C,B
pound,D,B
canolis,B,D
typed,A,A
pong,C,A
types,C,B
pond,B,B
backwards,C,A
polo,A,B
assumption,D,B
butterfly,D,D
chinatown,C,E
responses,D,A
pours,C,B
humanity,A,B
republic,A,C
nuggets,B,B
squeezing,D,B
pods,C,A
sweets,D,B
checker,C,C
checked,C,B
compass,C,D
againthe,C,B
compare,B,B
supervisor,C,C
examination,B,D
advertised,B,A
progressive,D,A
advertises,D,A
lasting,D,C
rancho,C,C
rancid,B,C
beerthe,C,A
global,B,A
company,C,A
berkeley,D,C
cravings,B,A
stacked,C,A
client,B,B
primarily,C,A
periodically,C,A
incident,D,C
swears,B,C
sweats,D,D
overworked,D,B
ranges,B,B
ranger,B,B
sweaty,D,B
ranged,C,C
doughnut,B,D
corkage,D,E
musttry,C,A
airports,C,A
advertising,D,B
wigwam,B,D
talking,C,B
irrigation,B,D
blazer,D,A
